,gy,11,3,0,0.832275,
,sum,11,4,0,0.825217,
,p2_p0,9,4,0,0.752926,
,p8_p6,9,4,0,0.748319,
,p5_p3,9,3,0,0.746232,
,center_1,10,4,0,0.746232,
,p0_p6,9,4,0,0.727123,
,p2_p8,9,4,0,0.726540,
,center_rm,9,4,0,0.716775,
,center_2,10,4,0,0.716775,
,p1_p7,9,3,0,0.713439,
,center_3,10,4,0,0.713439,
,center_tm,9,4,0,0.698626,
,center_4,10,4,0,0.698626,
,gx_temp,10,4,0,0.694152,
,gx,11,4,0,0.694152,
,gy_temp,10,4,0,0.666207,
,gy,11,4,0,0.666207,
,p2_p0,9,5,0,0.534927,
,p5_p3,9,4,0,0.527862,
,center_1,10,5,0,0.527862,
,p8_p6,9,5,0,0.526821,
,p0_p6,9,5,0,0.508290,
,p2_p8,9,5,0,0.507724,
,p1_p7,9,4,0,0.497310,
,center_3,10,5,0,0.497310,
,center_rm,9,5,0,0.493762,
,center_2,10,5,0,0.493762,
,center_tm,9,5,0,0.479748,
,center_4,10,5,0,0.479748,
,gx_temp,10,5,0,0.470877,
,gx,11,5,0,0.470877,
,gy_temp,10,5,0,0.453166,
,gy,11,5,0,0.453166,
,p2_p0,9,6,0,0.330149,
,p5_p3,9,5,0,0.323880,
,center_1,10,6,0,0.323880,
,p8_p6,9,6,0,0.322426,
,p0_p6,9,6,0,0.312697,
,p2_p8,9,6,0,0.311900,
,p1_p7,9,5,0,0.304666,
,center_3,10,6,0,0.304666,
,center_rm,9,6,0,0.301823,
,center_2,10,6,0,0.301823,
,center_tm,9,6,0,0.293046,
,center_4,10,6,0,0.293046,
,gx_temp,10,6,0,0.277037,
,gx,11,6,0,0.277037,
,gy_temp,10,6,0,0.266095,
,gy,11,6,0,0.266095,
,p2_p0,9,7,0,0.175663,
,p5_p3,9,6,0,0.171955,
,center_1,10,7,0,0.171955,
,p8_p6,9,7,0,0.170011,
,p0_p6,9,7,0,0.159914,
,p1_p7,9,6,0,0.159476,
,center_3,10,7,0,0.159476,
,center_rm,9,7,0,0.159002,
,center_2,10,7,0,0.159002,
,p2_p8,9,7,0,0.158655,
,center_tm,9,7,0,0.151684,
,center_4,10,7,0,0.151684,
,gx_temp,10,7,0,0.143911,
,gx,11,7,0,0.143911,
,gy_temp,10,7,0,0.129496,
,gy,11,7,0,0.129496,
,p2_p0,9,8,0,0.076021,
,p5_p3,9,7,0,0.073164,
,center_1,10,8,0,0.073164,
,p8_p6,9,8,0,0.071791,
,center_rm,9,8,0,0.061708,
,center_2,10,8,0,0.061708,
,gx_temp,10,8,0,0.056625,
,gx,11,8,0,0.056625,
,p0_p6,9,8,0,0.056601,
,p1_p7,9,7,0,0.055822,
,center_3,10,8,0,0.055822,
,p2_p8,9,8,0,0.054368,
,center_tm,9,8,0,0.047889,
,center_4,10,8,0,0.047889,
,gy_temp,10,8,0,0.046048,
,gy,11,8,0,0.046048,
